exchange,inputdate,companyName,valueEUR,tradeSignificance
off exchange,20170908,INTERPUMP GROUP SPA,180000.0,1
Italian regulated market (Italy),20170908,INTERPUMP GROUP SPA,588000.0,2
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,88319.4246,3
Euronext Paris (France),20170908,GUILLEMOT CORP SA,14963.4,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,672624.7703,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,125742.9096,3
Euronext Paris (France),20170908,SOC FONCIERE LYONNAISE,2520.846,3
off exchange,20170908,ARKEMA,161315.0001,1
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,501586.9014,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,54209.9051,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,65832.2431,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,61847.4415,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,28806.7949,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,5479.1022,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,38670.9345,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,12807.1482,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,7235.2071,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,72684.7242,3
Euronext Paris (France),20170908,HIGH CO SA,10212.4,3
Euronext Paris (France),20170908,HIGH CO SA,8162.88,3
Euronext Paris (France),20170908,FONCIERE DES REGIONS - GFR,830491.81,3
Euronext Paris (France),20170908,DASSAULT SYSTEMS SA,227556.0,3
OTC,20170908,ORCLASS.COM SA,175000.1038,2
Euronext Paris (France),20170908,SOC FONCIERE LYONNAISE,2746.3765,3
OTC,20170908,ORCLASS.COM SA,175000.1038,2
Euronext Paris (France),20170908,EO2,460.0,3
Euronext Paris (France),20170908,EO2,465.0,3
Euronext Paris (France),20170908,LEGRAND,2763012.3839,3
Euronext Paris (France),20170908,LEGRAND,2687144.7914,3
Euronext Paris (France),20170908,LEGRAND,2626771.5003,3
Euronext Paris (France),20170908,TOTAL SA,44000.0,3
SIX (Switzerland),20170908,TAMEDIA AG,3634.2964,3
Euronext Paris (France),20170908,ALD SA,13356.0,3
NASDAQ STOCKHOLM AB,20170908,GETINGE AB,46945.0877,3
AKTIETORGET,20170908,OMNICAR HOLDINGS,396.3761,3
AKTIETORGET,20170908,OMNICAR HOLDINGS,5196.0041,3
off exchange,20170908,AVANZA BANK HOLDING AB,122497.6043,1
CASH SETTLEMENT,20170908,AVANZA BANK HOLDING AB,128893.9624,2
OTC,20170908,CHRISTIAN BERNER,1883263.0088,2
off exchange,20170908,STORYTEL AB,12446.5977,1
NASDAQ STOCKHOLM AB,20170908,AB SAGAX,17787.869,3
Euronext Bruxelles (Belgium),20170908,ECONOCOM GROUP BV,2438.1,3
NYSE/NASDAQ/AMEX (USA),20170908,NIELSEN HOLDINGS PLC,241071.0133,1
NYSE/NASDAQ/AMEX (USA),20170908,NIELSEN HOLDINGS PLC,170422.8725,2
NYSE/NASDAQ/AMEX (USA),20170908,NIELSEN HOLDINGS PLC,238498.2045,2
NYSE/NASDAQ/AMEX (USA),20170908,NIELSEN HOLDINGS PLC,152519.4481,1
NYSE/NASDAQ/AMEX (USA),20170908,NIELSEN HOLDINGS PLC,199456.3751,2
NASDAQ STOCKHOLM AB,20170908,KAPPAHL AB,28397.2365,3
off exchange,20170908,BARCO NV,31134.51,1
New Connect warsaw (Poland),20170908,IAI SA,683.2501,3
New Connect warsaw (Poland),20170908,IAI SA,1998.9302,3
NYSE/NASDAQ/AMEX (USA),20170908,WEATHERFORD INTL PLC,11880.6827,1
NYSE/NASDAQ/AMEX (USA),20170908,SPARK NETWORKS INC,301.501,3
LSE (UK),20170908,ZPG PLC,16920882.0,2
MTA-Borsa Italiana,20170908,DIASORIN SPA,36850.0,3
market transaction,20170911,KERNEL HOLDING SA,1462873.0149,3
off exchange,20170911,PLAST-BOX SA,60251.0578,2
off exchange,20170911,PLAST-BOX SA,60235.6906,2
Hamburg (Germany),20170911,TRADE & VALUE AG,1750.0,3
AKTIETORGET,20170911,QBNK HOLDING AB,522.6254,3
off exchange,20170911,GETINGE AB,374.6713,2
off exchange,20170911,GETINGE AB,5727.1186,2
NASDAQ STOCKHOLM AB,20170911,ATRIUM LJUNBERG AB,1930.9827,3
off exchange,20170911,QUARTIERS PROPERTIES AB,2549.3164,1
off exchange,20170911,EWORK GROUP AB,26494.7894,1
not reported,20170911,RECIPHARM AB,7896.6367,2
NASDAQ STOCKHOLM AB,20170911,XBRANE BIOPHARMA AB,28237.3202,3
Bucharest (Romania),20170911,FARMACEUTICA REMEDIA SA DEV,75.0864,3
LSE (UK),20170911,ALTONA ENERGY PLC,1480.68,3
Bucharest (Romania),20170911,OMV PETROM,6299.5781,3
Bucharest (Romania),20170911,OIL TERMINAL CONSTANTA,1558.6337,3
Bucharest (Romania),20170911,OMV PETROM,6299.5781,3
Istanbul (Turkey),20170911,KARDEMIR KARABUK DEMIR CELIK,3730.8174,1
Istanbul (Turkey),20170911,KARDEMIR KARABUK DEMIR CELIK,51966.0299,1
Istanbul (Turkey),20170911,KARDEMIR KARABUK DEMIR CELIK,345.7119,1
Istanbul (Turkey),20170911,KARDEMIR KARABUK DEMIR CELIK,56802.8332,1
Istanbul (Turkey),20170911,KARDEMIR KARABUK DEMIR CELIK,15050.0111,1
Istanbul (Turkey),20170911,SARKUYSAN ELEKTROLITIK BAKIR,4251.9934,3
Bucharest (Romania),20170911,BANCA TRANSILVANIA SA,108916.7534,1
Oslobors (Norway),20170911,SOLON EIENDOM ASA,251604.3115,3
XETRA (Germany),20170911,BRENNTAG AG,501613.9,3
Bucharest (Romania),20170911,SIF OLTENIA SA,2237.4364,3
ATHEX (Greece),20170911,MLS INNOVATION INC,8440.4,3
Bucharest (Romania),20170911,BANCA TRANSILVANIA SA,124218.2273,3
Warsaw Stock Exchange (Poland),20170911,PRAGMA FAKTORING SA,5569.7592,3
Oslobors (Norway),20170907,SONGA BULK ASA,24906.5443,3
OMX-Copenhagen (Denmark),20170911,ALM BRAND A/S,144848.6951,1
Oslobors (Norway),20170809,SONGA BULK ASA,1174612.3861,3
LSE (UK),20170911,STADIUM GROUP PLC,68550.0,3
off exchange,20170911,MAX AUTOMATION,13055000.0,2
AKTIETORGET,20170911,UMIDA GROUP AB,5668.0103,3
	FIRST NORTH SWEDEN,20170911,XBRANE BIOPHARMA AB,3277.6925,3
	FIRST NORTH SWEDEN,20170911,XBRANE BIOPHARMA AB,35789.9921,3
NASDAQ STOCKHOLM AB,20170911,KNOWIT AB,26106.3136,3
OMX-Helsinki (Finland),20170911,NEXT GAMES OYJ,100788.0,3
Warsaw Stock Exchange (Poland),20170911,KRUK SA,25198.6168,3
ATHEX (Greece),20170911,BIOKARPET SA,4818.98,3
Wiener Boerse (Austria),20170911,ATRIUM EURP R/EST,128705.079,1
SIX (Switzerland),20170911,GIVAUDAN SA,1747540.7885,3
OTC,20170907,SLASKIE KAMIENICE ,141556.7311,2
LSE (UK),20170911,JUPITER FUND MANAGEMENT PLC,255772.74,2
market transaction,20170911,CHINA E-WALLET PAYMENT GROUP,221800.1009,3
not reported,20170911,CHINA MEDICAL SYSTEM HLDG,43467967.9875,2
not reported,20170911,CHINA MEDICAL SYSTEM HLDG,86935935.975,2
off exchange,20170911,RIO TINTO GROUP (GBR),53248.2807,1
LSE (UK),20170911,RIO TINTO GROUP (GBR),86985.1884,1
Oslobors (Norway),20170601,SONGA BULK ASA,6298.5459,3
Oslobors (Norway),20170911,SONGA BULK ASA,14776.6812,3
off exchange,20170911,AVEVA GROUP PLC,0.0,1
off exchange,20170911,AVEVA GROUP PLC,0.0,1
off exchange,20170911,AVEVA GROUP PLC,0.0,1
off exchange,20170911,AVEVA GROUP PLC,0.0,1
off exchange,20170911,AVEVA GROUP PLC,0.0,1
off exchange,20170911,AVEVA GROUP PLC,0.0,1
Oslobors (Norway),20170628,SONGA BULK ASA,1977527.9872,3
JSE-Johannesburg (South Africa),20170911,ANGLO AMERICAN PLC,16069.1571,3
Warsaw Stock Exchange (Poland),20170911,IMPEXMETAL SA,4137.2552,1
Warsaw Stock Exchange (Poland),20170911,IMPEXMETAL SA,54325.2589,1
Warsaw Stock Exchange (Poland),20170911,IMPEXMETAL SA,8357.1092,1
LSE (UK),20170911,TRAVIS PERKINS PLC,70019.7488,3
LSE (UK),20170911,TRAVIS PERKINS PLC,70025.3317,3
SIX (Switzerland),20170911,COMET HOLDING AG,60694.8667,3
market transaction,20170911,SOPHARMA AD,2351.2724,3
market transaction,20170911,SOPHARMA AD,234.8203,3
Malta,20170911,MIDI PLC,11826.5,3
LSE (UK),20170911,BANK OF IRELAND GROUP PLC,13642.8,3
market transaction,20170911,SOPHARMA AD,1180.4963,3
market transaction,20170911,SOPHARMA AD,1179.7289,3
market transaction,20170911,SOPHARMA AD,6156.6041,3
ATHEX (Greece),20170911,HELLENIC PETROLEUM SA,50475.1,1
ATHEX (Greece),20170911,HELLENIC PETROLEUM SA,15505.0,1
LSE (UK),20170911,CLOUDCALL GROUP PLC,13326.12,3
off exchange,20170911,BERENDSEN PLC,0.0,1
CASH SETTLEMENT,20170911,BERENDSEN PLC,3147581.4865,2
off exchange,20170911,BERENDSEN PLC,0.0,1
CASH SETTLEMENT,20170911,BERENDSEN PLC,2497372.3699,2
off exchange,20170911,BERENDSEN PLC,0.0,1
CASH SETTLEMENT,20170911,BERENDSEN PLC,1478386.044,2
off exchange,20170911,BERENDSEN PLC,0.0,1
CASH SETTLEMENT,20170911,BERENDSEN PLC,1447554.9809,2
market transaction,20170911,SOPHARMA AD,2355.8767,3
SIX (Switzerland),20170911,ASCOM AG,131317.551,3
NASDAQ STOCKHOLM AB,20170911,SCANDIC HOTELS GROUP AB,20416.7067,3
OTC,20170911,MAX21 AG,441769.12,2
ATHEX (Greece),20170911,MINOAN LINES SA,664.8,3
SIX (Switzerland),20170911,LEM HOLDING SA,41925.5162,3
Italian regulated market (Italy),20170911,BENI STABILI SPA,124512.5,3
foreign regulated markets (Italy),20170911,AS ROMA,1057.5,1
foreign regulated markets (Italy),20170911,AS ROMA,3439.46,1
foreign regulated markets (Italy),20170911,AS ROMA,38260.82,1
foreign regulated markets (Italy),20170911,AS ROMA,46870.0,1
NASDAQ STOCKHOLM AB,20170911,INVESTOR AB,115171.2198,3
off exchange,20170911,UK OIL & GAS INVESTMENTS PLC,25226.4,1
SIX (Switzerland),20170911,HIAG IMMOBILIEN HLDG AG,8883.2461,3
Bulgarian Stock Exchange (Bulgaria),20170911,INDUSTRIAL HOLDING BULGARIA,1739.9211,3
Bulgarian Stock Exchange (Bulgaria),20170911,SOPHARMA TRADING AD,1956.8357,1
market transaction,20170911,SOPHARMA AD,1178.4499,3
market transaction,20170911,SOPHARMA AD,2351.2724,3
market transaction,20170911,SOPHARMA AD,7175.1236,3
market transaction,20170911,SOPHARMA AD,2391.7079,3
market transaction,20170911,SOPHARMA AD,4544.2449,3
market transaction,20170911,SOPHARMA AD,239.1708,3
Bulgarian Stock Exchange (Bulgaria),20170911,SOPHARMA TRADING AD,394.9483,3
off exchange,20170911,REDROW PLC,0.0,1
LSE (UK),20170911,REDROW PLC,615415.6108,1
LSE (UK),20170911,REDROW PLC,550418.112,2
market transaction,20170911,UNIPHARM AD-SOFIA,242748.9185,1
market transaction,20170911,UNIPHARM AD-SOFIA,1112.7105,1
market transaction,20170911,UNIPHARM AD-SOFIA,1110.4851,1
market transaction,20170911,UNIPHARM AD-SOFIA,736.6143,1
market transaction,20170911,UNIPHARM AD-SOFIA,667.6263,1
market transaction,20170911,UNIPHARM AD-SOFIA,178.0337,1
market transaction,20170911,UNIPHARM AD-SOFIA,614.2162,1
off exchange,20170911,VODAFONE GROUP PLC,16450.4637,1
off exchange,20170911,VODAFONE GROUP PLC,3947.16,1
NASDAQ STOCKHOLM AB,20170911,VOLATI AB,105550.0754,3
off exchange,20170911,REDROW PLC,0.0,1
LSE (UK),20170911,REDROW PLC,347602.7982,1
NASDAQ STOCKHOLM AB,20170911,CAVOTEC SA,68187.2049,3
NASDAQ STOCKHOLM AB,20170911,CAVOTEC SA,45533.9661,3
NASDAQ STOCKHOLM AB,20170911,CAVOTEC SA,36003.4954,3
NASDAQ STOCKHOLM AB,20170911,CAVOTEC SA,28925.4402,3
Warsaw Stock Exchange (Poland),20170911,POLSKI BANK KOMOREK,3395.6908,3
Warsaw Stock Exchange (Poland),20170911,POLSKI BANK KOMOREK,11578.4266,3
market transaction,20170911,FARON PHARMACEUTICALS CORP,500963.4,3
off exchange,20170911,REDROW PLC,0.0,1
LSE (UK),20170911,REDROW PLC,262122.8654,1
market transaction,20170911,UCA AG,4185.0,3
London (UK),20170911,ABERDEEN NEW IND INVT TR PLC,21702.3816,3
OTC,20170911,KOFAMA KOZLE SA,55005.4697,2
OTC,20170911,KOFAMA KOZLE SA,882012.706,1
LSE (UK),20170911,PCI PAL PLC,6959.196,3
Euronext Paris (France),20170911,FONCIERE DES REGIONS - GFR,61858.989,3
Euronext Paris (France),20170911,FONCIERE DES REGIONS - GFR,614770.4088,3
Euronext Paris (France),20170911,FONCIERE DES REGIONS - GFR,745795.2204,3
Euronext Paris (France),20170911,FONCIERE DES REGIONS - GFR,5684052.2833,3
Euronext Paris (France),20170911,FONCIERE DES REGIONS - GFR,1062563.0634,3
NASDAQ STOCKHOLM AB,20170911,BOULE DIAGNOSTICS AB,67433.4972,3
Euronext Paris (France),20170911,MILIBOO SA,4981.32,3
Euronext Paris (France),20170911,ENERTIME SA,8073.0,3
Euronext Paris (France),20170911,ADUX SA,10049.2007,3
Euronext Paris (France),20170911,ADUX SA,11633.988,3
Euronext Paris (France),20170911,ADUX SA,831.0,3
Euronext Paris (France),20170911,ADUX SA,7257.0375,3
Euronext Paris (France),20170911,WEACCESS GROUP SA,1088.0,3
Euronext Paris (France),20170911,WEACCESS GROUP SA,1119.3,3
OTC,20170911,UBI SOFT ENTERTAINMENT SA,113770510.1906,2
Euronext Paris (France),20170911,WEACCESS GROUP SA,132.3,3
off exchange,20170911,FREELANCE.COM,31400.25,1
Euronext Paris (France),20170911,GROUPE PSB INDUSTRIES,162019.0,3
Euronext Paris (France),20170911,FONCIERE DES REGIONS - GFR,326897.7714,3
Euronext Paris (France),20170911,FONCIERE DES REGIONS - GFR,108606.1176,3
Euronext Paris (France),20170911,FONCIERE DES REGIONS - GFR,701123.8968,3
off exchange,20170911,SDC - INVESTIMENTOS SGPS SA,1080.0,1
Euronext Lisbon (Portugal),20170911,CAIXA ECONOMICA MONTEPIO GEN,4563.0,1
Euronext Paris (France),20170911,EO2,470.0,3
Euronext Paris (France),20170911,INSIDE SECURE,112000.1993,2
Euronext Paris (France),20170911,INSIDE SECURE,112000.1993,2
Euronext Paris (France),20170911,INSIDE SECURE,55996.1997,2
CASH SETTLEMENT,20170911,INFICON HOLDING AG,24960.7163,2
Euronext Bruxelles (Belgium),20170911,TELENET GROUP HOLDING N.V.,277605.0,3
Euronext Bruxelles (Belgium),20170911,UMICORE SA,655921.0,3
NYSE/NASDAQ/AMEX (USA),20170911,LOGITECH INTERNATIONAL SA,65657.3699,1
NYSE/NASDAQ/AMEX (USA),20170911,LOGITECH INTERNATIONAL SA,63066.807,1
market transaction,20170911,PETROFRONTIER CORP,6943.2767,3
off exchange,20170911,SDC - INVESTIMENTOS SGPS SA,118.8,1
off exchange,20170911,SDC - INVESTIMENTOS SGPS SA,337.5,1
off exchange,20170911,SDC - INVESTIMENTOS SGPS SA,2160.0,1
MTA-Borsa Italiana,20170911,REPLY SPA,293843.85,3
Warsaw Stock Exchange (Poland),20170912,KORPORACJA BUDOWLANA DOM SA,1180.0319,3
NYSE/NASDAQ/AMEX (USA),20170911,LOGITECH INTERNATIONAL SA,52853.4384,1
NYSE/NASDAQ/AMEX (USA),20170911,LOGITECH INTERNATIONAL SA,65091.6148,1
Euronext Lisbon (Portugal),20170911,CAIXA ECONOMICA MONTEPIO GEN,22620.0,1
Euronext Lisbon (Portugal),20170911,CAIXA ECONOMICA MONTEPIO GEN,27134.0,1
MTA-Borsa Italiana,20170911,BANCO BPM SPA,1506100.0,3
MTA-Borsa Italiana,20170911,BANCO BPM SPA,742543.4016,3
CASH SETTLEMENT,20170911,INFICON HOLDING AG,51151.7176,2
CASH SETTLEMENT,20170911,INFICON HOLDING AG,24960.7163,2
CASH SETTLEMENT,20170911,INFICON HOLDING AG,51197.7382,2
CASH SETTLEMENT,20170911,INFICON HOLDING AG,24960.7163,2
CASH SETTLEMENT,20170911,INFICON HOLDING AG,51299.8602,2
CASH SETTLEMENT,20170911,INFICON HOLDING AG,24960.7163,2
CASH SETTLEMENT,20170911,INFICON HOLDING AG,51575.1074,2
Zagreb (Croatia),20170911,ELEKTROPROMET D.D,14911.4462,3
Stuttgart (Germany),20170912,SOLUTIANCE AG,3033.36,3
off exchange,20170912,CFI HOLDING,323767.3982,2
London (UK),20170911,AVEVA GROUP PLC,21622.5631,2
London (UK),20170911,AVEVA GROUP PLC,326.7894,3
London (UK),20170911,AVEVA GROUP PLC,21786.8352,3
London (UK),20170911,AVEVA GROUP PLC,21958.6204,3
London (UK),20170911,AVEVA GROUP PLC,21797.3206,3
Istanbul (Turkey),20170912,GENTAS CLENEL METAL AS,6529.3176,3
Istanbul (Turkey),20170912,GENTAS CLENEL METAL AS,110188.9564,3
Istanbul (Turkey),20170912,GENTAS CLENEL METAL AS,27669.8794,3
Istanbul (Turkey),20170912,GENTAS CLENEL METAL AS,18609.6904,3
NYSE/NASDAQ/AMEX (USA),20170912,GLOBANT SA,25326.0868,2
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,70520.9321,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,21229.7389,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,48581.0866,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,53115.9743,1
LSE (UK),20170912,JACKPOTJOY PLC,41972.63,3
OTC,20170912,BOUSSARD & GAVAUDAN HLDGS LT,44340.45,1
OTC,20170912,BOUSSARD & GAVAUDAN HLDGS LT,44340.45,1
Wiener Boerse (Austria),20170912,ATRIUM EURP R/EST,208820.7,1
off exchange,20170912,ING GROEP NV,0.0,1
Euronext Amsterdam (Netherlands),20170912,ING GROEP NV,82028.7,2
Euronext Amsterdam (Netherlands),20170912,UNILEVER NV,814313.5,3
Euronext Amsterdam (Netherlands),20170912,CONSTELLIUM NV,1073288.623,2
Euronext Amsterdam (Netherlands),20170912,FORFARMERS NV,73625.76,3
NYSE/NASDAQ/AMEX (USA),20170912,CONSTELLIUM NV,1333503.9474,2
OTC,20170912,BOUSSARD & GAVAUDAN HLDGS LT,16062.75,2
Euronext Amsterdam (Netherlands),20170912,AEGON NV,415003.32,3
Bucharest (Romania),20170912,FARMACEUTICA REMEDIA SA DEV,124.5102,3
off exchange,20170912,REDROW PLC,168121562.0,2
Bucharest (Romania),20170912,BANCA TRANSILVANIA SA,1720.0818,3
OMX-Copenhagen (Denmark),20170912,ALM BRAND A/S,151928.0092,1
Bucharest (Romania),20170912,SIF 3 TRANSILVANIA SA,16857.2368,3
NASDAQ STOCKHOLM AB,20170912,MAHA ENERGY AB,5795.3685,3
off exchange,20170912,TAV HAVALIMANLARI HLDG,13419697.3479,2
off exchange,20170912,TAV HAVALIMANLARI HLDG,52972482.3683,2
SIX (Switzerland),20170912,TAMEDIA AG,4561.8804,3
ATHEX (Greece),20170912,MLS INNOVATION INC,11503.0,3
SIX (Switzerland),20170912,ZUG ESTATES HOLDINGS,43065.31,3
	FIRST NORTH SWEDEN,20170912,SCANDINAVIAN CHEMOTECH AB,6283.7572,3
off exchange,20170912,CONVIVIALITY PLC,0.0,1
off exchange,20170912,CONVIVIALITY PLC,0.0,1
off exchange,20170912,CONVIVIALITY PLC,0.0,1
Frankfurt (Germany),20170912,FROSTA AG,15146.5,3
market transaction,20170912,RENTA 4 BANCO SA,1475.88,3
market transaction,20170912,ORYZON GENOMICS SA,14718.9,3
market transaction,20170912,RENTA 4 BANCO SA,1011.5,3
Italian regulated market (Italy),20170912,SABAF SPA,18950.0,3
off exchange,20170912,AVANZA BANK HOLDING AB,241675.4904,1
CASH SETTLEMENT,20170912,AVANZA BANK HOLDING AB,254294.8634,2
ATHEX (Greece),20170912,GALAXIDI MARINE FARM SA,721.0,3
OMX-Helsinki (Finland),20170912,HUHTAMAKI OYJ,30049.12,3
market transaction,20170912,SOPHARMA AD,1163.2453,3
ATHEX (Greece),20170912,MATHIOS SA,11.91,3
Moscow (Russia),20170912,OIL CO LUKOIL PJSC,1267.0775,3
off exchange,20170912,MEDICAL PROGNOSIS INSTITUTE,159138.4464,2
off exchange,20170912,AAP IMPLANTATE AG,29870.0,1
market transaction,20170912,SOPHARMA AD,1095.7771,3
market transaction,20170912,SOPHARMA AD,67.4682,3
AKTIETORGET,20170912,QUIAPEG PHARMACEUTICALS HLDG,6464.4661,3
off exchange,20170912,ENZYMATICA AB,23603.1539,2
NASDAQ STOCKHOLM AB,20170912,KNOWIT AB,5481.8673,3
NASDAQ STOCKHOLM AB,20170912,KNOWIT AB,7266.894,3
derivative market (Italy),20170912,CREDITO EMILIANO SPA,34088.2374,3
Italian regulated market (Italy),20170912,BENI STABILI SPA,167978.0,3
Italian regulated market (Italy),20170912,FEDON (GIORGIO) & FIGLI SPA,2800.0,3
OTC,20170912,BEGHELLI SPA,3000000.4,2
Zagreb (Croatia),20170912,ATLANTSKA PLOVIDBA DD,3471.0591,1
Zagreb (Croatia),20170912,ATLANTSKA PLOVIDBA DD,7589.8309,1
NOT OTC,20170912,DORO AB,22487.4337,3
XETRA (Germany),20170912,11880 SOLUTIONS AG,16400.0,3
LSE (UK),20170912,SAGE GROUP PLC,5498.9274,3
SIX (Switzerland),20170912,BOSSARD HOLDING AG,187852.5537,3
MICEX (Russia),20170912,ACRON PJSC,120835.5366,3
SIX (Switzerland),20170912,LEONTEQ AG,29706.5396,3
Warsaw Stock Exchange (Poland),20170912,KRUK SA,16334.71,3
off exchange,20170912,SCHRODERS PLC,290.1007,3
off exchange,20170912,SCHRODERS PLC,253.8381,3
ISE (Dublin),20170912,CAIRN HOMES PLC,13304106.5,2
ISE (Dublin),20170912,CAIRN HOMES PLC,1204827.4,2
Italian regulated market (Italy),20170912,ELETTRA INVESTIMENTI SPA,2120.0,1
Italian regulated market (Italy),20170912,ELETTRA INVESTIMENTI SPA,6435.0,1
Italian regulated market (Italy),20170912,ELETTRA INVESTIMENTI SPA,6360.0,1
Italian regulated market (Italy),20170912,ELETTRA INVESTIMENTI SPA,4300.0,1
Italian regulated market (Italy),20170912,ELETTRA INVESTIMENTI SPA,2125.0,1
ISE (Dublin),20170912,CAIRN HOMES PLC,4474172.2,2
ISE (Dublin),20170912,CAIRN HOMES PLC,5497308.7,2
ISE (Dublin),20170912,CAIRN HOMES PLC,2127798.2,2
Oslobors (Norway),20170912,HUNTER GROUP ASA,1951.2889,3
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,129582.2127,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,18058.7456,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,50050.2726,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,17936.3135,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,19772.7961,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,59869.333,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,12618.565,1
Istanbul (Turkey),20170912,KARDEMIR KARABUK DEMIR CELIK,46805.0952,1
Istanbul (Turkey),20170912,ERSU MEYVE VE GIDA SANAYI AS,17997.5295,3
SIX (Switzerland),20170912,VONTOBEL HOLDING AG,323170.0534,3
SIX (Switzerland),20170912,NOVARTIS AG,356331.2087,3
	FIRST NORTH SWEDEN,20170912,SEAMLESS DIST SYS,1541.8943,3
	FIRST NORTH SWEDEN,20170912,UNLIMITED TRAVEL GROUP UTG,1256.5045,3
	FIRST NORTH SWEDEN,20170912,UNLIMITED TRAVEL GROUP UTG,5203.8952,3
market transaction,20170912,HSBC HLDGS PLC,270812.8327,3
market transaction,20170912,HSBC HLDGS PLC,223353.4503,3
LSE (UK),20170912,ALLIED IRISH BANKS,24955.0,3
Bucharest (Romania),20170912,BANCA TRANSILVANIA SA,1471467.1995,3
ISE (Dublin),20170912,KINGSPAN GROUP PLC,507750.0,3
off exchange,20170912,ALUMASC GROUP PLC,22018.0826,1
LSE (UK),20170912,ALUMASC GROUP PLC,22394.571,1
LSE (UK),20170912,ALUMASC GROUP PLC,21833.2553,1
LSE (UK),20170912,ALUMASC GROUP PLC,21709.0775,1
Euronext Paris (France),20170912,DASSAULT SYSTEMS SA,237160.0,3
Euronext Paris (France),20170912,DASSAULT SYSTEMS SA,279971.9999,3
Euronext Paris (France),20170912,DANONE,2454130.8929,3
Euronext Paris (France),20170912,DANONE,211085.1072,3
Euronext Paris (France),20170912,HARVEST,158269.8,3
Euronext Paris (France),20170912,HIGH CO SA,5100.0,3
Euronext Paris (France),20170912,HIGH CO SA,6120.0,3
Euronext Paris (France),20170912,HIGH CO SA,5080.0,3
Euronext Paris (France),20170912,HIGH CO SA,2454.3797,3
Euronext Paris (France),20170912,HIGH CO SA,1530.0,3
AKTIETORGET,20170912,QBNK HOLDING AB,1194.258,3
AKTIETORGET,20170912,QBNK HOLDING AB,4123.3136,3
off exchange,20170912,EWORK GROUP AB,52620.7018,1
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,2179.1186,3
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,263.0512,3
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,175.786,3
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,131.8395,3
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,1484.1361,3
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,87.0618,3
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,173.0809,3
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,86.5404,3
AKTIETORGET,20170912,CLINE SCIENTIFIC AB,82.3488,3
off exchange,20170912,EATON CORP PLC,200298.074,1
NYSE/NASDAQ/AMEX (USA),20170912,EATON CORP PLC,393867.5107,2
TSE-Toronto (Canada),20170912,REDKNEE SOLUTIONS INC,19361082.1224,2
market transaction,20170912,PETROFRONTIER CORP,1791.3443,3
off exchange,20170912,DAILY MAIL & GENERAL TRUST,0.0,1
LSE (UK),20170912,DAILY MAIL & GENERAL TRUST,601377.4795,1
Italian regulated market (Italy),20170912,CIR-COMPAGNIE INDUSTR,71477.9,3
Italian regulated market (Italy),20170912,CIR-COMPAGNIE INDUSTR,75153.494,3
Italian regulated market (Italy),20170912,CIR-COMPAGNIE INDUSTR,56373.1446,3
Italian regulated market (Italy),20170912,CIR-COMPAGNIE INDUSTR,88614.7845,3
New Connect warsaw (Poland),20170912,IAI SA,303.5099,3
New Connect warsaw (Poland),20170912,IAI SA,537.2125,3
New Connect warsaw (Poland),20170912,IAI SA,115.3338,3
Italian regulated market (Italy),20170912,AMPLIFON SPA,17598.06,3
off exchange,20170912,KRAKCHEMIA S.A.,59271.9343,1
Italian regulated market (Italy),20170912,CENTRO HL DISTRIBUZIONE SPA,10400.0,3
Italian regulated market (Italy),20170912,CENTRO HL DISTRIBUZIONE SPA,50750.0,3
market transaction,20170913,FERROVIAL SA,3600.1,3
